ProductID,ProductName,Brand,Variety,Factory,Country,SupplierName,UnitsProducedMonthly,UnitsSoldMonthly,UnitPrice,RevenueMonthly,ProductionCost,Profit,StockQuantity,QualityScore
CHC-01110,Honeycomb Milk Chocolate Squares,Cacao & Co.,Milk,Osaka Factory M,Japan,Nordic Milk Co.,12362,9965,3.26,32485.9,26331.06,6154.84,2482,100.0
CHC-01111,Single Origin Dark Chocolate Truffle Box,Golden Bean Co.,Dark,Guayaquil Factory Q,Ecuador,Amazon Cacao Growers,1973,1629,5.91,9627.39,7142.26,2485.13,472,66.6
CHC-01112,Berry Burst Ruby Chocolate Chips (Baking),TruffleWorks,Ruby,Bruges Factory D,Belgium,Continental Sugar Corp,3099,2722,5.89,16032.58,10660.56,5372.02,536,82.6
CHC-01113,Organic Fair-Trade Chocolate Chips (Baking),Auric Chocolate,Organic,Osaka Factory M,Japan,Pacific Sugar Mills,7772,6679,4.82,32192.78,21062.12,11130.66,1352,95.7
CHC-01114,Classic Milk Chocolate Pralines,Cacao Nomad,Milk,Guayaquil Factory Q,Ecuador,Sunrise Vanilla Farms,2342,2076,3.38,7016.88,4520.06,2496.82,365,89.9
CHC-01115,Biscuit Milk Chocolate Drops,Silk Route Chocolate,Milk,Montreal Factory Y,Canada,Continental Sugar Corp,9216,8606,3.02,25990.12,18616.32,7373.8,664,97.5
CHC-01116,Single Origin Dark Chocolate Drops,Cacao Nomad,Dark,Zurich Factory E,Switzerland,TerraFair Trade Beans,881,565,6.3,3559.5,2484.42,1075.08,346,96.2
CHC-01117,Salted Butter Caramel Chocolate Truffle Box,Pure Bloom Chocolatiers,Caramel,Turin Factory J,Italy,Alpine Dairy Co.,2275,2080,3.79,7883.2,4550.0,3333.2,227,86.6
CHC-01118,Single Origin Dark Chocolate Pralines,Amber Cacao Co.,Dark,Bern Factory B,Switzerland,Meridian Cacao Exchange,2201,2151,3.28,7055.28,3939.79,3115.49,339,95.4
CHC-01119,70% Intense Dark Chocolate Wafer Bar,Cacao Verde,Dark,Pune Factory K,India,Sahara Nut Suppliers,5145,4482,5.94,26623.08,19602.45,7020.63,851,87.1
CHC-01120,Praline Hazelnut Chocolate Chips (Baking),Cacao Verde,Hazelnut,Amsterdam Factory I,Netherlands,Sahara Nut Suppliers,6710,6773,4.98,33729.54,13554.2,20175.34,217,78.8
CHC-01121,Raspberry Swirl White Chocolate Squares,Ivory & Cocoa,White,Lima Factory S,Peru,Amazon Cacao Growers,1642,1528,4.33,6616.24,4745.38,1870.86,188,88.6
CHC-01122,Gianduja Style Hazelnut Chocolate Drops,Silk Route Chocolate,Hazelnut,Portland Factory A,USA,Sunrise Vanilla Farms,14928,15779,3.24,51123.96,25676.16,25447.8,10,96.6
CHC-01123,Bakers Classic Compound Chocolate Truffle Box,Highland Cacao,Compound,Dubai Factory W,UAE,Sahara Nut Suppliers,2180,1794,2.37,4251.78,2419.8,1831.98,408,93.5
CHC-01124,Salted Butter Caramel Chocolate Squares,Amber Cacao Co.,Caramel,Bristol Factory H,United Kingdom,TerraFair Trade Beans,2171,2087,4.5,9391.5,5449.21,3942.29,231,84.9
CHC-01125,Plant-Based Classic Vegan Dark Chocolate Filled Bar,Terra Cacao,Vegan Dark,Montreal Factory Y,Canada,Coastal Coconut Co.,9169,8746,4.65,40668.9,21547.15,19121.75,677,97.7
CHC-01126,Vanilla Bean White Chocolate Drops,Northstar Confectionery,White,Toronto Factory B,Canada,Ivory Cocoa Traders,2350,2012,4.4,8852.8,6368.5,2484.3,429,97.1
CHC-01127,85% Extra Bold Dark Chocolate Drops,Ivory & Cocoa,Dark,Sao Paulo Factory P,Brazil,Alpine Dairy Co.,5286,4276,3.15,13469.4,8193.3,5276.1,1128,97.2
CHC-01128,Honeycomb Milk Chocolate Gift Box,Northstar Confectionery,Milk,Sao Paulo Factory P,Brazil,Continental Sugar Corp,9001,8495,2.21,18773.95,12421.38,6352.57,762,74.5
CHC-01129,Vanilla Bean White Chocolate Truffle Box,Auric Chocolate,White,Melbourne Factory N,Australia,Andes Bean Exporters,2913,2291,2.31,5292.21,3087.78,2204.43,706,81.8
CHC-01130,Organic Raw Cacao Chocolate Coated Nuts,Sunset Grove Chocolate,Organic,Cologne Factory F,Germany,Continental Sugar Corp,7504,7201,4.31,31036.31,16658.88,14377.43,366,83.3
CHC-01131,Single Origin Dark Chocolate Pralines,Maison Cacao,Dark,Shanghai Factory L,China,Ivory Cocoa Traders,2374,2262,4.31,9749.22,6575.98,3173.24,281,82.8
CHC-01132,Coconut White Chocolate Bar,Rainforest Bloom,White,Lyon Factory G,France,Sahara Nut Suppliers,4589,4696,3.77,17703.92,9912.24,7791.68,183,73.0
CHC-01133,Stevia Sweetened Sugar-Free Chocolate Drops,Sunset Grove Chocolate,Sugar-Free,Bristol Factory H,United Kingdom,Continental Sugar Corp,3965,3463,5.01,17349.63,11260.6,6089.03,795,83.6
CHC-01134,Classic Sugar-Free Chocolate Truffle Box,Ember & Oak,Sugar-Free,Cape Town Factory V,South Africa,Coastal Coconut Co.,11500,9572,5.71,54656.12,35190.0,19466.12,2223,95.6
CHC-01135,Praline Hazelnut Chocolate Truffle Box,Cacao Nomad,Hazelnut,Amsterdam Factory I,Netherlands,Sunrise Vanilla Farms,6349,5313,4.87,25874.31,19491.43,6382.88,1155,80.5
CHC-01136,Salted Butter Caramel Chocolate Pralines,Auric Chocolate,Caramel,Medellin Factory R,Colombia,Ivory Cocoa Traders,2525,2367,2.9,6864.3,3939.0,2925.3,403,100.0
CHC-01137,Classic Sugar-Free Chocolate Drops,Whisk & Wonder,Sugar-Free,Sao Paulo Factory P,Brazil,Heritage Almond Growers,2487,2394,3.63,8690.22,5695.23,2994.99,232,80.6
CHC-01138,Sea Salt Milk Chocolate Chips (Baking),Wildflower Cacao,Milk,Osaka Factory M,Japan,Alpine Dairy Co.,6708,5552,3.77,20931.04,14422.2,6508.84,1219,90.4
CHC-01139,Coconut White Chocolate Filled Bar,Whisk & Wonder,White,Portland Factory A,USA,Ghana Bean Collective,3256,2009,3.02,6067.18,6512.0,-444.82,1455,86.2
CHC-01140,Organic Raw Cacao Chocolate Drops,Velvet Cacao,Organic,Bristol Factory H,United Kingdom,Global Cocoa Partners,9050,9572,5.02,48051.44,24978.0,23073.44,10,79.1
CHC-01141,Confectionery Grade Compound Chocolate Gift Box,Northstar Confectionery,Compound,Osaka Factory M,Japan,Ghana Bean Collective,1865,1493,2.1,3135.3,1678.5,1456.8,655,89.3
CHC-01142,Single Origin Dark Chocolate Coated Nuts,Cacao Nomad,Dark,Toronto Factory B,Canada,Global Cocoa Partners,1290,1238,6.03,7465.14,4785.9,2679.24,205,88.7
CHC-01143,Original Ruby Chocolate Filled Bar,Amber Cacao Co.,Ruby,Melbourne Factory N,Australia,Nordic Milk Co.,5149,3653,6.87,25096.11,21986.23,3109.88,1704,87.0
CHC-01144,Cranberry Walnut Fruit & Nut Chocolate Filled Bar,Wildflower Cacao,Fruit & Nut,Guayaquil Factory Q,Ecuador,Amazon Cacao Growers,849,683,4.6,3141.8,2606.43,535.37,252,96.0
CHC-01145,Plant-Based Classic Vegan Dark Chocolate Drops,Rainforest Bloom,Vegan Dark,Osaka Factory M,Japan,EcoPack Solutions,1976,1712,6.28,10751.36,7785.44,2965.92,437,93.1
CHC-01146,Tropical Mix Fruit & Nut Chocolate Chips (Baking),Cocoa Bloom,Fruit & Nut,Guayaquil Factory Q,Ecuador,Pacific Sugar Mills,6736,5409,4.68,25314.12,16099.04,9215.08,1532,76.8
CHC-01147,Confectionery Grade Compound Chocolate Gift Box,Copper Kettle Chocolate,Compound,Guayaquil Factory Q,Ecuador,Sunrise Vanilla Farms,3088,2896,1.3,3764.8,2099.84,1664.96,222,96.9
CHC-01148,Marzipan Style Almond Chocolate Gift Box,Golden Bean Co.,Almond,Sao Paulo Factory P,Brazil,TerraFair Trade Beans,2210,2172,4.26,9252.72,6165.9,3086.82,252,81.3
CHC-01149,Classic Milk Chocolate Truffle Box,Cocoa Bloom,Milk,Bern Factory B,Switzerland,Sunrise Vanilla Farms,4031,3769,3.26,12286.94,7417.04,4869.9,391,74.4
CHC-01150,Oat Milk Blend Vegan Dark Chocolate Gift Box,Highland Cacao,Vegan Dark,Antwerp Factory A,Belgium,Global Cocoa Partners,2157,2021,5.15,10408.15,6212.16,4195.99,358,93.5
CHC-01151,Almond Crunch Chocolate Squares,Cocoa Bloom,Almond,Accra Factory T,Ghana,Sahara Nut Suppliers,6737,7079,5.36,37943.44,16707.76,21235.68,10,95.6
CHC-01152,Honeycomb Milk Chocolate Bar,Bean & Bloom,Milk,Osaka Factory M,Japan,Ivory Cocoa Traders,3675,3099,3.81,11807.19,5916.75,5890.44,767,81.4
CHC-01153,Classic Sugar-Free Chocolate Pralines,Bean & Bloom,Sugar-Free,Melbourne Factory N,Australia,TerraFair Trade Beans,2608,2643,4.52,11946.36,5059.52,6886.84,244,88.0
CHC-01154,Sea Salt Milk Chocolate Squares,Cacao Verde,Milk,Bordeaux Factory D,France,Andes Bean Exporters,2225,2240,4.05,9072.0,5985.25,3086.75,62,82.8
CHC-01155,Confectionery Grade Compound Chocolate Chips (Baking),Sunset Grove Chocolate,Compound,Medellin Factory R,Colombia,Pacific Sugar Mills,4361,3462,1.26,4362.12,2703.82,1658.3,1127,92.1
CHC-01156,Single Origin Dark Chocolate Coated Nuts,Blue Ridge Chocolatiers,Dark,Montreal Factory Y,Canada,Sahara Nut Suppliers,6244,4740,5.51,26117.4,19106.64,7010.76,1583,84.2
CHC-01157,Single Origin Dark Chocolate Drops,Ember & Oak,Dark,Medellin Factory R,Colombia,Nordic Milk Co.,5164,5009,4.03,20186.27,11567.36,8618.91,408,89.4
CHC-01158,Almond Crunch Chocolate Chips (Baking),Noir Origins,Almond,Amsterdam Factory I,Netherlands,Coastal Coconut Co.,2514,2400,5.0,12000.0,7768.26,4231.74,392,78.9
CHC-01159,Biscuit Milk Chocolate Chips (Baking),Velvet Cacao,Milk,Melbourne Factory N,Australia,Pacific Sugar Mills,3191,2265,2.16,4892.4,4403.58,488.82,1102,91.6
CHC-01160,Confectionery Grade Compound Chocolate Pralines,Amber Cacao Co.,Compound,Cape Town Factory V,South Africa,Alpine Dairy Co.,7436,7174,2.41,17289.34,9295.0,7994.34,436,88.1
CHC-01161,70% Intense Dark Chocolate Coated Nuts,Ember & Oak,Dark,Cologne Factory F,Germany,Ivory Cocoa Traders,6920,5841,5.73,33468.93,24566.0,8902.93,1161,100.0
CHC-01162,Stevia Sweetened Sugar-Free Chocolate Squares,Rainforest Bloom,Sugar-Free,Munich Factory C,Germany,Sunrise Vanilla Farms,4511,4069,5.63,22908.47,10285.08,12623.39,657,97.1
CHC-01163,Espresso Infused Dark Chocolate Drops,Auric Chocolate,Dark,Amsterdam Factory I,Netherlands,Ivory Cocoa Traders,12808,11187,5.19,58060.53,29586.48,28474.05,1771,83.8
CHC-01164,Raspberry Swirl White Chocolate Wafer Bar,Bean & Bloom,White,Zurich Factory E,Switzerland,Global Cocoa Partners,4283,2930,4.25,12452.5,12292.21,160.29,1477,78.9
CHC-01165,Vanilla Bean White Chocolate Chips (Baking),Highland Cacao,White,Zurich Factory E,Switzerland,Continental Sugar Corp,8748,7948,2.46,19552.08,11547.36,8004.72,920,92.7
CHC-01166,Cranberry Walnut Fruit & Nut Chocolate Truffle Box,Ivory & Cocoa,Fruit & Nut,Lima Factory S,Peru,Nordic Milk Co.,6087,5234,3.94,20621.96,11443.56,9178.4,1048,81.7
CHC-01167,Bakers Classic Compound Chocolate Coated Nuts,Highland Cacao,Compound,Bordeaux Factory D,France,Pacific Sugar Mills,2321,1987,1.83,3636.21,2831.62,804.59,384,93.0
CHC-01168,Sea Salt Caramel Chocolate Drops,Golden Bean Co.,Caramel,Portland Factory A,USA,Continental Sugar Corp,1527,1445,2.79,4031.55,2015.64,2015.91,366,95.1
CHC-01169,Sea Salt Caramel Chocolate Gift Box,Golden Bean Co.,Caramel,Portland Factory A,USA,Continental Sugar Corp,3331,3481,4.22,14689.82,8560.67,6129.15,112,98.2
CHC-01170,Single Origin Dark Chocolate Pralines,Bean & Bloom,Dark,Abidjan Factory U,Cote d'Ivoire,Meridian Cacao Exchange,7837,6614,3.85,25463.9,18573.69,6890.21,1487,98.3
CHC-01171,Espresso Infused Dark Chocolate Filled Bar,Velvet Cacao,Dark,Abidjan Factory U,Cote d'Ivoire,Global Cocoa Partners,2827,2432,5.49,13351.68,7604.63,5747.05,475,96.2
CHC-01172,Bakers Classic Compound Chocolate Filled Bar,Bean & Bloom,Compound,Guadalajara Factory C,Mexico,EcoPack Solutions,1544,1114,1.53,1704.42,1049.92,654.5,499,87.7
CHC-01173,Praline Hazelnut Chocolate Gift Box,Silk Route Chocolate,Hazelnut,Guadalajara Factory C,Mexico,TerraFair Trade Beans,2358,1869,5.73,10709.37,5753.52,4955.85,642,87.5
CHC-01174,Biscuit Milk Chocolate Coated Nuts,Ivory & Cocoa,Milk,Melbourne Factory N,Australia,Andes Bean Exporters,10423,9113,3.61,32897.93,21992.53,10905.4,1544,89.1
CHC-01175,Honeycomb Milk Chocolate Coated Nuts,Cacao Verde,Milk,Cape Town Factory V,South Africa,Sahara Nut Suppliers,7962,7918,3.92,31038.56,16720.2,14318.36,341,99.1
CHC-01176,Roasted Almond Chocolate Bar,Choco Artisan,Almond,Hershey Falls Factory X,USA,Continental Sugar Corp,6568,6900,4.49,30981.0,19244.24,11736.76,10,85.2
CHC-01177,Plant-Based Classic Vegan Dark Chocolate Filled Bar,Wildflower Cacao,Vegan Dark,Bern Factory B,Switzerland,Continental Sugar Corp,6076,6684,3.4,22725.6,10146.92,12578.68,10,87.8
CHC-01178,Organic Single Origin Chocolate Truffle Box,Ivory & Cocoa,Organic,Sao Paulo Factory P,Brazil,Continental Sugar Corp,1018,945,6.84,6463.8,4621.72,1842.08,170,93.7
CHC-01179,Single Origin Dark Chocolate Filled Bar,Silk Route Chocolate,Dark,Lyon Factory G,France,Meridian Cacao Exchange,8055,6402,4.41,28232.82,14660.1,13572.72,1871,79.3
CHC-01180,Diabetic Friendly Sugar-Free Chocolate Bar,Wildflower Cacao,Sugar-Free,Portland Factory A,USA,Amazon Cacao Growers,2592,2256,5.79,13062.24,7957.44,5104.8,581,85.1
CHC-01181,Whole Hazelnut Chocolate Chips (Baking),Bean & Bloom,Hazelnut,Lyon Factory G,France,Continental Sugar Corp,3360,3264,4.58,14949.12,10315.2,4633.92,335,88.0
CHC-01182,Almond Crunch Chocolate Bar,Cacao Nomad,Almond,Bern Factory B,Switzerland,Sunrise Vanilla Farms,6413,6143,5.3,32557.9,13980.34,18577.56,324,84.9
CHC-01183,Raisin & Almond Fruit & Nut Chocolate Pralines,Wildflower Cacao,Fruit & Nut,Pune Factory K,India,Heritage Almond Growers,1586,1335,3.88,5179.8,2601.04,2578.76,501,84.0
CHC-01184,Raspberry Swirl White Chocolate Coated Nuts,Rainforest Bloom,White,Dubai Factory W,UAE,Sunrise Vanilla Farms,4084,3737,3.53,13191.61,8208.84,4982.77,552,90.5
CHC-01185,Tropical Mix Fruit & Nut Chocolate Bar,Bean & Bloom,Fruit & Nut,Sao Paulo Factory P,Brazil,Pacific Sugar Mills,2473,2544,5.34,13584.96,6330.88,7254.08,171,81.2
CHC-01186,Tropical Mix Fruit & Nut Chocolate Squares,Northstar Confectionery,Fruit & Nut,Guayaquil Factory Q,Ecuador,Alpine Dairy Co.,2410,2132,5.35,11406.2,7205.9,4200.3,363,91.6
CHC-01187,Classic Milk Chocolate Bar,Golden Bean Co.,Milk,Zurich Factory E,Switzerland,Sahara Nut Suppliers,4430,3063,3.38,10352.94,10144.7,208.24,1610,85.5
CHC-01188,Gianduja Style Hazelnut Chocolate Coated Nuts,Ivory & Cocoa,Hazelnut,Antwerp Factory A,Belgium,EcoPack Solutions,4250,4464,3.76,16784.64,9647.5,7137.14,10,76.6
CHC-01189,Citrus Ruby Chocolate Gift Box,Auric Chocolate,Ruby,Bristol Factory H,United Kingdom,Sunrise Vanilla Farms,5313,4977,6.96,34639.92,23695.98,10943.94,625,68.2
CHC-01190,Classic Sugar-Free Chocolate Chips (Baking),Sunset Grove Chocolate,Sugar-Free,Sao Paulo Factory P,Brazil,Global Cocoa Partners,798,776,4.18,3243.68,1811.46,1432.22,237,80.4
CHC-01191,70% Intense Dark Chocolate Pralines,Whisk & Wonder,Dark,Portland Factory A,USA,Heritage Almond Growers,17116,14498,3.92,56832.16,31664.6,25167.56,2834,90.8
CHC-01192,70% Intense Dark Chocolate Coated Nuts,Pure Bloom Chocolatiers,Dark,Shanghai Factory L,China,Alpine Dairy Co.,1119,983,4.22,4148.26,2741.55,1406.71,418,86.2
CHC-01193,85% Extra Bold Dark Chocolate Wafer Bar,Cacao Nomad,Dark,Guayaquil Factory Q,Ecuador,Continental Sugar Corp,2820,2449,2.56,6269.44,3440.4,2829.04,418,83.5
CHC-01194,Coconut Sugar Vegan Dark Chocolate Truffle Box,Rainforest Bloom,Vegan Dark,Hershey Falls Factory X,USA,Sahara Nut Suppliers,1773,1738,4.5,7821.0,5283.54,2537.46,65,87.1
CHC-01195,Classic Milk Chocolate Truffle Box,Whisk & Wonder,Milk,Lyon Factory G,France,Heritage Almond Growers,6878,5565,4.11,22872.15,18914.5,3957.65,1492,90.2
CHC-01196,Tropical Mix Fruit & Nut Chocolate Coated Nuts,Cacao Verde,Fruit & Nut,Bern Factory B,Switzerland,Alpine Dairy Co.,13016,11209,3.88,43490.92,33711.44,9779.48,1962,85.7
CHC-01197,Espresso Infused Dark Chocolate Wafer Bar,Whisk & Wonder,Dark,Guadalajara Factory C,Mexico,Global Cocoa Partners,2776,2727,4.24,11562.48,7023.28,4539.2,222,80.5
CHC-01198,85% Extra Bold Dark Chocolate Filled Bar,Sunset Grove Chocolate,Dark,Guadalajara Factory C,Mexico,Andes Bean Exporters,3220,3124,3.84,11996.16,5538.4,6457.76,208,96.8
CHC-01199,Classic Sugar-Free Chocolate Truffle Box,Ember & Oak,Sugar-Free,Hershey Falls Factory X,USA,Ghana Bean Collective,8650,7503,5.72,42917.16,32870.0,10047.16,1306,87.2
CHC-01200,Gianduja Style Hazelnut Chocolate Pralines,Amber Cacao Co.,Hazelnut,Abidjan Factory U,Cote d'Ivoire,EcoPack Solutions,2119,1915,3.68,7047.2,3326.83,3720.37,258,90.7
CHC-01201,85% Extra Bold Dark Chocolate Gift Box,Choco Artisan,Dark,Antwerp Factory A,Belgium,EcoPack Solutions,4557,3710,4.63,17177.3,10845.66,6331.64,1122,83.2
CHC-01202,85% Extra Bold Dark Chocolate Coated Nuts,Cacao Verde,Dark,Melbourne Factory N,Australia,Ghana Bean Collective,5354,3978,6.0,23868.0,15954.92,7913.08,1478,88.7
CHC-01203,Whole Hazelnut Chocolate Bar,Auric Chocolate,Hazelnut,Zurich Factory E,Switzerland,Amazon Cacao Growers,4148,4033,4.94,19923.02,9747.8,10175.22,327,94.8
CHC-01204,85% Extra Bold Dark Chocolate Drops,Amber Cacao Co.,Dark,Zurich Factory E,Switzerland,Coastal Coconut Co.,1387,994,5.78,5745.32,3301.06,2444.26,581,81.2
CHC-01205,Berry Burst Ruby Chocolate Squares,Cacao Verde,Ruby,Amsterdam Factory I,Netherlands,Continental Sugar Corp,17286,13190,4.45,58695.5,38720.64,19974.86,4296,86.1
CHC-01206,Raisin & Almond Fruit & Nut Chocolate Pralines,Velvet Cacao,Fruit & Nut,Hershey Falls Factory X,USA,Ivory Cocoa Traders,6694,6077,3.19,19385.63,9237.72,10147.91,767,85.2
CHC-01207,Confectionery Grade Compound Chocolate Gift Box,Noir Origins,Compound,Hershey Falls Factory X,USA,TerraFair Trade Beans,4419,4544,1.86,8451.84,3402.63,5049.21,141,79.5
CHC-01208,Biscuit Milk Chocolate Drops,Bean & Bloom,Milk,Antwerp Factory A,Belgium,Continental Sugar Corp,2413,2117,4.36,9230.12,6804.66,2425.46,330,99.4
CHC-01209,Value Pack Compound Chocolate Truffle Box,Ember & Oak,Compound,Hershey Falls Factory X,USA,Sunrise Vanilla Farms,3182,3049,1.24,3780.76,2227.4,1553.36,286,79.3
CHC-01210,Plant-Based Classic Vegan Dark Chocolate Gift Box,Blue Ridge Chocolatiers,Vegan Dark,Dubai Factory W,UAE,Sahara Nut Suppliers,2678,2371,4.77,11309.67,6802.12,4507.55,327,91.0
CHC-01211,Tropical Mix Fruit & Nut Chocolate Pralines,Amber Cacao Co.,Fruit & Nut,Amsterdam Factory I,Netherlands,Continental Sugar Corp,1163,1116,4.0,4464.0,2372.52,2091.48,279,82.5
CHC-01212,Raisin & Almond Fruit & Nut Chocolate Gift Box,Sunset Grove Chocolate,Fruit & Nut,Hershey Falls Factory X,USA,Continental Sugar Corp,3443,2675,5.43,14525.25,9158.38,5366.87,820,86.4
CHC-01213,Praline Hazelnut Chocolate Wafer Bar,Noir Origins,Hazelnut,Bern Factory B,Switzerland,Meridian Cacao Exchange,17330,14768,3.96,58481.28,35179.9,23301.38,2809,84.1
CHC-01214,Stevia Sweetened Sugar-Free Chocolate Gift Box,Rainforest Bloom,Sugar-Free,Melbourne Factory N,Australia,Sahara Nut Suppliers,1483,1272,5.68,7224.96,5249.82,1975.14,315,82.9
CHC-01215,Sea Salt Caramel Chocolate Squares,Northstar Confectionery,Caramel,Sao Paulo Factory P,Brazil,Heritage Almond Growers,2998,2047,4.59,9395.73,9083.94,311.79,1069,87.0
CHC-01216,Sea Salt Milk Chocolate Bar,Pure Bloom Chocolatiers,Milk,Hershey Falls Factory X,USA,Ghana Bean Collective,2820,2297,2.99,6868.03,5301.6,1566.43,627,71.2
CHC-01217,Roasted Almond Chocolate Truffle Box,Northstar Confectionery,Almond,Toronto Factory B,Canada,Amazon Cacao Growers,4255,4322,5.47,23641.34,9318.45,14322.89,181,81.1
CHC-01218,Bakers Classic Compound Chocolate Truffle Box,Noir Origins,Compound,Lima Factory S,Peru,Sahara Nut Suppliers,12987,11290,1.82,20547.8,13376.61,7171.19,1795,88.7
CHC-01219,Espresso Infused Dark Chocolate Squares,Sunset Grove Chocolate,Dark,Dubai Factory W,UAE,Sahara Nut Suppliers,5168,4181,4.18,17476.58,12403.2,5073.38,1099,98.7
CHC-01220,Biscuit Milk Chocolate Gift Box,Terra Cacao,Milk,Cologne Factory F,Germany,EcoPack Solutions,4738,4909,3.74,18359.66,7296.52,11063.14,42,87.4
CHC-01221,85% Extra Bold Dark Chocolate Coated Nuts,Choco Artisan,Dark,Osaka Factory M,Japan,EcoPack Solutions,2054,1637,4.82,7890.34,5956.6,1933.74,616,81.0
CHC-01222,Soft Caramel Core Chocolate Chips (Baking),Maison Cacao,Caramel,Dubai Factory W,UAE,Nordic Milk Co.,5683,4286,4.89,20958.54,12729.92,8228.62,1483,93.5
CHC-01223,70% Intense Dark Chocolate Pralines,Sunset Grove Chocolate,Dark,Cape Town Factory V,South Africa,Ivory Cocoa Traders,13223,11984,6.11,73222.24,34512.03,38710.21,1453,90.4
CHC-01224,Berry Burst Ruby Chocolate Truffle Box,Cacao Verde,Ruby,Portland Factory A,USA,Alpine Dairy Co.,2376,2028,6.28,12735.84,9052.56,3683.28,483,79.3
CHC-01225,Marzipan Style Almond Chocolate Drops,Bean & Bloom,Almond,Zurich Factory E,Switzerland,Continental Sugar Corp,2627,1993,2.8,5580.4,3520.18,2060.22,810,82.1
CHC-01226,Classic Sugar-Free Chocolate Coated Nuts,Blue Ridge Chocolatiers,Sugar-Free,Bruges Factory D,Belgium,Sahara Nut Suppliers,12109,11622,3.81,44279.82,21554.02,22725.8,588,78.7
CHC-01227,Original Ruby Chocolate Squares,Silk Route Chocolate,Ruby,Lyon Factory G,France,Ivory Cocoa Traders,3021,2589,5.7,14757.3,10150.56,4606.74,551,94.8
CHC-01228,Marzipan Style Almond Chocolate Coated Nuts,Cacao Nomad,Almond,Cape Town Factory V,South Africa,Pacific Sugar Mills,7515,7701,3.82,29417.82,17960.85,11456.97,10,79.2
CHC-01229,Salted Butter Caramel Chocolate Filled Bar,Copper Kettle Chocolate,Caramel,Antwerp Factory A,Belgium,Continental Sugar Corp,8002,6624,4.81,31861.44,16324.08,15537.36,1487,78.8
CHC-01230,Sea Salt Milk Chocolate Chips (Baking),Highland Cacao,Milk,Sao Paulo Factory P,Brazil,Sunrise Vanilla Farms,7774,7043,2.11,14860.73,7929.48,6931.25,912,88.2
CHC-01231,Citrus Ruby Chocolate Drops,Ivory & Cocoa,Ruby,Guadalajara Factory C,Mexico,Sunrise Vanilla Farms,7219,5792,7.58,43903.36,31186.08,12717.28,1642,93.7
CHC-01232,Classic Milk Chocolate Squares,Cocoa Bloom,Milk,Lima Factory S,Peru,Sunrise Vanilla Farms,4083,3106,2.79,8665.74,5593.71,3072.03,1179,82.7
CHC-01233,Cranberry Walnut Fruit & Nut Chocolate Chips (Baking),Bean & Bloom,Fruit & Nut,Bristol Factory H,United Kingdom,Sahara Nut Suppliers,3971,3462,4.04,13986.48,6710.99,7275.49,799,92.0
CHC-01234,70% Intense Dark Chocolate Coated Nuts,Sunset Grove Chocolate,Dark,Dubai Factory W,UAE,Alpine Dairy Co.,1880,1385,4.77,6606.45,5771.6,834.85,590,77.6
CHC-01235,Stevia Sweetened Sugar-Free Chocolate Pralines,Auric Chocolate,Sugar-Free,Oaxaca Factory Z,Mexico,Amazon Cacao Growers,3152,3168,5.98,18944.64,8668.0,10276.64,125,92.1
CHC-01236,Organic Raw Cacao Chocolate Filled Bar,Silk Route Chocolate,Organic,Osaka Factory M,Japan,Global Cocoa Partners,9084,7085,5.62,39817.7,28796.28,11021.42,2254,88.1
CHC-01237,Organic Raw Cacao Chocolate Truffle Box,Maison Cacao,Organic,Shanghai Factory L,China,Coastal Coconut Co.,2667,2522,6.63,16720.86,11734.8,4986.06,355,87.2
CHC-01238,Classic Sugar-Free Chocolate Bar,Bean & Bloom,Sugar-Free,Bordeaux Factory D,France,Meridian Cacao Exchange,12347,11357,5.62,63826.34,37658.35,26167.99,1273,71.8
CHC-01239,Stevia Sweetened Sugar-Free Chocolate Wafer Bar,Pure Bloom Chocolatiers,Sugar-Free,Osaka Factory M,Japan,Amazon Cacao Growers,12754,9593,5.9,56598.7,35328.58,21270.12,3297,93.6
CHC-01240,Classic Milk Chocolate Truffle Box,Rainforest Bloom,Milk,Bern Factory B,Switzerland,Global Cocoa Partners,3337,3134,2.59,8117.06,4171.25,3945.81,383,87.1
CHC-01241,Vanilla Bean White Chocolate Pralines,Choco Artisan,White,Lima Factory S,Peru,Meridian Cacao Exchange,7656,8041,4.05,32566.05,20288.4,12277.65,10,88.2
CHC-01242,Plant-Based Classic Vegan Dark Chocolate Squares,Copper Kettle Chocolate,Vegan Dark,Munich Factory C,Germany,Coastal Coconut Co.,1416,1244,5.84,7264.96,3582.48,3682.48,265,79.3
CHC-01243,Diabetic Friendly Sugar-Free Chocolate Squares,TruffleWorks,Sugar-Free,Lima Factory S,Peru,Pacific Sugar Mills,1503,1153,5.23,6030.19,4929.84,1100.35,645,96.7
CHC-01244,Organic Single Origin Chocolate Gift Box,Silk Route Chocolate,Organic,Accra Factory T,Ghana,Heritage Almond Growers,3349,3548,6.79,24090.92,10850.76,13240.16,10,83.9
CHC-01245,Whole Hazelnut Chocolate Truffle Box,Cacao Verde,Hazelnut,Bern Factory B,Switzerland,Coastal Coconut Co.,10952,9977,4.1,40905.7,17961.28,22944.42,1022,89.7
CHC-01246,Bakers Classic Compound Chocolate Wafer Bar,Northstar Confectionery,Compound,Accra Factory T,Ghana,Continental Sugar Corp,6759,6449,1.86,11995.14,6421.05,5574.09,356,85.8
