InventoryID,ProductID,ProductName,WarehouseLocation,StockQuantity,ReorderLevel,LastRestockedDate,StockStatus
INV-000674,CHC-00509,85% Extra Bold Dark Chocolate Chips (Baking),Latin America Distribution Center,595,136,2026-06-12,In Stock
INV-000675,CHC-00542,Tropical Mix Fruit & Nut Chocolate Bar,Asia Pacific Distribution Center,2698,786,2026-06-06,In Stock
INV-000676,CHC-01190,Classic Sugar-Free Chocolate Chips (Baking),Latin America Distribution Center,750,249,2026-06-16,In Stock
INV-000677,CHC-01059,Confectionery Grade Compound Chocolate Truffle Box,Europe Distribution Center,87,29,2026-07-23,In Stock
INV-000678,CHC-00439,Soft Caramel Core Chocolate Coated Nuts,Europe Distribution Center,521,171,2026-06-22,In Stock
INV-000679,CHC-01299,Organic Fair-Trade Chocolate Gift Box,Asia Pacific Distribution Center,1038,284,2026-07-19,In Stock
INV-000680,CHC-00853,Single Origin Dark Chocolate Truffle Box,Latin America Distribution Center,390,97,2026-07-09,In Stock
INV-000681,CHC-01423,Honeycomb Milk Chocolate Gift Box,Europe Distribution Center,281,60,2026-06-13,In Stock
INV-000682,CHC-00042,Gianduja Style Hazelnut Chocolate Filled Bar,Asia Pacific Distribution Center,388,96,2026-06-28,In Stock
INV-000683,CHC-00269,Organic Fair-Trade Chocolate Drops,Europe Distribution Center,758,162,2026-08-02,In Stock
INV-000684,CHC-00106,Classic Sugar-Free Chocolate Coated Nuts,Latin America Distribution Center,239,39,2026-06-23,In Stock
INV-000685,CHC-01047,Praline Hazelnut Chocolate Squares,Latin America Distribution Center,2429,516,2026-07-08,In Stock
INV-000686,CHC-00678,Espresso Infused Dark Chocolate Squares,Europe Distribution Center,123,41,2026-07-05,In Stock
INV-000687,CHC-00886,Coconut Sugar Vegan Dark Chocolate Filled Bar,Latin America Distribution Center,231,45,2026-07-05,In Stock
INV-000688,CHC-01367,Tropical Mix Fruit & Nut Chocolate Chips (Baking),Asia Pacific Distribution Center,233,35,2026-06-16,In Stock
INV-000689,CHC-00141,70% Intense Dark Chocolate Coated Nuts,Latin America Distribution Center,255,75,2026-06-12,In Stock
INV-000690,CHC-01076,85% Extra Bold Dark Chocolate Coated Nuts,Middle East & Africa Distribution Center,718,212,2026-07-31,In Stock
INV-000691,CHC-00318,Espresso Infused Dark Chocolate Wafer Bar,Middle East & Africa Distribution Center,360,122,2026-07-30,In Stock
INV-000692,CHC-00035,Single Origin Dark Chocolate Truffle Box,Europe Distribution Center,127,26,2026-07-15,In Stock
INV-000693,CHC-01411,Stevia Sweetened Sugar-Free Chocolate Coated Nuts,Middle East & Africa Distribution Center,254,82,2026-06-09,In Stock
INV-000694,CHC-00492,Biscuit Milk Chocolate Coated Nuts,Latin America Distribution Center,249,80,2026-07-10,In Stock
INV-000695,CHC-00616,Tropical Mix Fruit & Nut Chocolate Pralines,Europe Distribution Center,488,164,2026-07-29,In Stock
INV-000696,CHC-00643,Confectionery Grade Compound Chocolate Pralines,Middle East & Africa Distribution Center,113,21,2026-07-09,In Stock
INV-000697,CHC-01379,Sea Salt Milk Chocolate Chips (Baking),Latin America Distribution Center,148,34,2026-07-03,In Stock
INV-000698,CHC-00660,Honeycomb Milk Chocolate Filled Bar,Latin America Distribution Center,505,138,2026-06-11,In Stock
INV-000699,CHC-00618,Whole Hazelnut Chocolate Filled Bar,Asia Pacific Distribution Center,318,68,2026-07-28,In Stock
INV-000700,CHC-00780,Cranberry Walnut Fruit & Nut Chocolate Chips (Baking),Middle East & Africa Distribution Center,1055,233,2026-07-09,In Stock
INV-000701,CHC-00332,Whole Hazelnut Chocolate Bar,Asia Pacific Distribution Center,811,214,2026-07-22,In Stock
INV-000702,CHC-00643,Confectionery Grade Compound Chocolate Pralines,Europe Distribution Center,863,287,2026-07-25,In Stock
INV-000703,CHC-01458,Classic Sugar-Free Chocolate Wafer Bar,North America Distribution Center,864,150,2026-06-23,In Stock
INV-000704,CHC-00005,Roasted Almond Chocolate Wafer Bar,Asia Pacific Distribution Center,362,82,2026-06-11,In Stock
INV-000705,CHC-00003,Confectionery Grade Compound Chocolate Pralines,North America Distribution Center,65,17,2026-07-08,In Stock
INV-000706,CHC-00460,70% Intense Dark Chocolate Filled Bar,Latin America Distribution Center,207,39,2026-06-29,In Stock
INV-000707,CHC-00906,Coconut White Chocolate Coated Nuts,North America Distribution Center,521,118,2026-08-02,In Stock
INV-000708,CHC-01094,Gianduja Style Hazelnut Chocolate Pralines,Middle East & Africa Distribution Center,393,64,2026-07-23,In Stock
INV-000709,CHC-00715,70% Intense Dark Chocolate Pralines,Europe Distribution Center,590,188,2026-07-23,In Stock
INV-000710,CHC-00704,Original Ruby Chocolate Chips (Baking),Latin America Distribution Center,427,127,2026-07-03,In Stock
INV-000711,CHC-01036,Honeycomb Milk Chocolate Truffle Box,Asia Pacific Distribution Center,700,197,2026-07-06,In Stock
INV-000712,CHC-01235,Stevia Sweetened Sugar-Free Chocolate Pralines,Europe Distribution Center,429,99,2026-07-02,In Stock
INV-000713,CHC-00565,Roasted Almond Chocolate Pralines,Europe Distribution Center,1478,256,2026-07-09,In Stock
INV-000714,CHC-01476,Organic Raw Cacao Chocolate Gift Box,Asia Pacific Distribution Center,166,44,2026-08-02,In Stock
INV-000715,CHC-00875,Raisin & Almond Fruit & Nut Chocolate Chips (Baking),Latin America Distribution Center,604,194,2026-07-13,In Stock
INV-000716,CHC-00832,Sea Salt Caramel Chocolate Coated Nuts,Europe Distribution Center,299,86,2026-07-12,In Stock
INV-000717,CHC-01326,Coconut White Chocolate Wafer Bar,Middle East & Africa Distribution Center,952,280,2026-07-25,In Stock
INV-000718,CHC-00981,Classic Milk Chocolate Truffle Box,Asia Pacific Distribution Center,527,170,2026-06-22,In Stock
INV-000719,CHC-00130,Praline Hazelnut Chocolate Gift Box,Latin America Distribution Center,372,83,2026-06-25,In Stock
INV-000720,CHC-00566,Honeycomb Milk Chocolate Squares,Europe Distribution Center,452,101,2026-07-21,In Stock
INV-000721,CHC-00389,Whole Hazelnut Chocolate Drops,Latin America Distribution Center,227,50,2026-06-15,In Stock
INV-000722,CHC-00761,70% Intense Dark Chocolate Coated Nuts,Latin America Distribution Center,167,48,2026-07-17,In Stock
INV-000723,CHC-01435,85% Extra Bold Dark Chocolate Pralines,Europe Distribution Center,69,23,2026-06-27,In Stock
INV-000724,CHC-00819,Gianduja Style Hazelnut Chocolate Drops,Asia Pacific Distribution Center,299,81,2026-07-01,In Stock
INV-000725,CHC-00150,Coconut Sugar Vegan Dark Chocolate Chips (Baking),Latin America Distribution Center,2065,336,2026-07-06,In Stock
INV-000726,CHC-00234,Coconut Sugar Vegan Dark Chocolate Drops,Latin America Distribution Center,640,186,2026-06-30,In Stock
INV-000727,CHC-00331,70% Intense Dark Chocolate Drops,Middle East & Africa Distribution Center,369,104,2026-08-02,In Stock
INV-000728,CHC-00459,Diabetic Friendly Sugar-Free Chocolate Gift Box,Latin America Distribution Center,488,128,2026-06-13,In Stock
INV-000729,CHC-01489,Classic Milk Chocolate Chips (Baking),Latin America Distribution Center,87,24,2026-07-30,In Stock
INV-000730,CHC-00751,Organic Raw Cacao Chocolate Truffle Box,Asia Pacific Distribution Center,282,83,2026-06-23,In Stock
INV-000731,CHC-00837,Cranberry Walnut Fruit & Nut Chocolate Chips (Baking),Latin America Distribution Center,523,97,2026-07-26,In Stock
INV-000732,CHC-01295,Organic Raw Cacao Chocolate Bar,Europe Distribution Center,779,180,2026-07-11,In Stock
INV-000733,CHC-00731,Praline Hazelnut Chocolate Drops,Latin America Distribution Center,296,67,2026-07-26,In Stock
INV-000734,CHC-01352,Marzipan Style Almond Chocolate Coated Nuts,Middle East & Africa Distribution Center,165,46,2026-07-18,In Stock
INV-000735,CHC-00162,Biscuit Milk Chocolate Filled Bar,North America Distribution Center,100,19,2026-06-10,In Stock
INV-000736,CHC-00802,Single Origin Dark Chocolate Gift Box,Europe Distribution Center,189,64,2026-08-02,In Stock
INV-000737,CHC-00335,Soft Caramel Core Chocolate Drops,Middle East & Africa Distribution Center,363,82,2026-07-29,In Stock
INV-000738,CHC-01080,Classic Sugar-Free Chocolate Wafer Bar,Middle East & Africa Distribution Center,775,123,2026-07-04,In Stock
INV-000739,CHC-01014,Organic Raw Cacao Chocolate Chips (Baking),North America Distribution Center,1347,363,2026-06-30,In Stock
INV-000740,CHC-01428,Lemon Zest White Chocolate Coated Nuts,Middle East & Africa Distribution Center,556,169,2026-07-28,In Stock
INV-000741,CHC-00095,70% Intense Dark Chocolate Truffle Box,Latin America Distribution Center,566,124,2026-06-25,In Stock
INV-000742,CHC-00098,Oat Milk Blend Vegan Dark Chocolate Pralines,North America Distribution Center,566,97,2026-06-26,In Stock
INV-000743,CHC-00289,Citrus Ruby Chocolate Truffle Box,Latin America Distribution Center,309,93,2026-07-25,In Stock
INV-000744,CHC-00103,Almond Crunch Chocolate Squares,Asia Pacific Distribution Center,120,34,2026-06-16,In Stock
INV-000745,CHC-01250,Organic Single Origin Chocolate Bar,Latin America Distribution Center,235,57,2026-06-07,In Stock
INV-000746,CHC-00680,Soft Caramel Core Chocolate Chips (Baking),Europe Distribution Center,367,95,2026-06-20,In Stock
INV-000747,CHC-01192,70% Intense Dark Chocolate Coated Nuts,Asia Pacific Distribution Center,445,133,2026-06-09,In Stock
INV-000748,CHC-00479,Salted Butter Caramel Chocolate Coated Nuts,Latin America Distribution Center,365,83,2026-07-16,In Stock
INV-000749,CHC-00535,Marzipan Style Almond Chocolate Squares,North America Distribution Center,318,50,2026-06-21,In Stock
INV-000750,CHC-01441,Organic Fair-Trade Chocolate Squares,Latin America Distribution Center,759,164,2026-06-29,In Stock
INV-000751,CHC-00613,Marzipan Style Almond Chocolate Wafer Bar,Asia Pacific Distribution Center,722,214,2026-06-27,In Stock
INV-000752,CHC-00130,Praline Hazelnut Chocolate Gift Box,North America Distribution Center,79,13,2026-07-26,In Stock
INV-000753,CHC-01174,Biscuit Milk Chocolate Coated Nuts,Asia Pacific Distribution Center,384,107,2026-07-23,In Stock
INV-000754,CHC-01114,Classic Milk Chocolate Pralines,Middle East & Africa Distribution Center,306,93,2026-07-21,In Stock
INV-000755,CHC-01460,Sea Salt Caramel Chocolate Gift Box,Europe Distribution Center,419,129,2026-07-08,In Stock
INV-000756,CHC-00138,Tropical Mix Fruit & Nut Chocolate Bar,Europe Distribution Center,1172,300,2026-07-15,In Stock
INV-000757,CHC-00262,Biscuit Milk Chocolate Drops,Asia Pacific Distribution Center,295,67,2026-06-14,In Stock
INV-000758,CHC-00019,Biscuit Milk Chocolate Gift Box,North America Distribution Center,280,68,2026-06-27,In Stock
INV-000759,CHC-01238,Classic Sugar-Free Chocolate Bar,Asia Pacific Distribution Center,210,52,2026-07-28,In Stock
INV-000760,CHC-01221,85% Extra Bold Dark Chocolate Coated Nuts,Asia Pacific Distribution Center,493,102,2026-06-17,In Stock
INV-000761,CHC-01459,Roasted Almond Chocolate Drops,North America Distribution Center,112,23,2026-07-12,In Stock
INV-000762,CHC-00315,70% Intense Dark Chocolate Coated Nuts,Middle East & Africa Distribution Center,527,88,2026-07-25,In Stock
INV-000763,CHC-00001,Berry Burst Ruby Chocolate Pralines,Middle East & Africa Distribution Center,935,185,2026-08-02,In Stock
INV-000764,CHC-00969,Biscuit Milk Chocolate Truffle Box,Europe Distribution Center,540,136,2026-07-12,In Stock
INV-000765,CHC-01322,Honeycomb Milk Chocolate Filled Bar,Europe Distribution Center,793,128,2026-07-20,In Stock
INV-000766,CHC-00752,Almond Crunch Chocolate Pralines,Europe Distribution Center,1075,302,2026-07-02,In Stock
INV-000767,CHC-00492,Biscuit Milk Chocolate Coated Nuts,Middle East & Africa Distribution Center,465,78,2026-07-29,In Stock
INV-000768,CHC-01200,Gianduja Style Hazelnut Chocolate Pralines,North America Distribution Center,1316,378,2026-06-26,In Stock
INV-000769,CHC-01393,Bakers Classic Compound Chocolate Wafer Bar,Middle East & Africa Distribution Center,355,70,2026-06-14,In Stock
INV-000770,CHC-00978,Soft Caramel Core Chocolate Truffle Box,North America Distribution Center,528,121,2026-07-08,In Stock
INV-000771,CHC-00311,Classic Sugar-Free Chocolate Filled Bar,Europe Distribution Center,603,94,2026-07-26,In Stock
INV-000772,CHC-00304,Espresso Infused Dark Chocolate Bar,Middle East & Africa Distribution Center,648,119,2026-06-26,In Stock
INV-000773,CHC-00247,Oat Milk Blend Vegan Dark Chocolate Bar,North America Distribution Center,616,107,2026-06-06,In Stock
INV-000774,CHC-00741,Coconut White Chocolate Gift Box,Asia Pacific Distribution Center,487,81,2026-06-18,In Stock
INV-000775,CHC-00658,Whole Hazelnut Chocolate Wafer Bar,Middle East & Africa Distribution Center,336,50,2026-07-12,In Stock
INV-000776,CHC-00632,Honeycomb Milk Chocolate Bar,Asia Pacific Distribution Center,452,129,2026-07-21,In Stock
INV-000777,CHC-00011,Biscuit Milk Chocolate Bar,Latin America Distribution Center,217,56,2026-06-13,In Stock
INV-000778,CHC-01196,Tropical Mix Fruit & Nut Chocolate Coated Nuts,Asia Pacific Distribution Center,69,12,2026-07-26,In Stock
INV-000779,CHC-01379,Sea Salt Milk Chocolate Chips (Baking),Europe Distribution Center,1020,293,2026-06-07,In Stock
INV-000780,CHC-01311,Bakers Classic Compound Chocolate Pralines,Europe Distribution Center,455,123,2026-07-23,In Stock
INV-000781,CHC-00474,Plant-Based Classic Vegan Dark Chocolate Bar,Europe Distribution Center,2725,915,2026-07-10,In Stock
INV-000782,CHC-00503,Honeycomb Milk Chocolate Drops,Middle East & Africa Distribution Center,165,26,2026-07-19,In Stock
INV-000783,CHC-00905,Organic Fair-Trade Chocolate Squares,Middle East & Africa Distribution Center,620,200,2026-06-12,In Stock
INV-000784,CHC-01336,Sea Salt Caramel Chocolate Chips (Baking),Asia Pacific Distribution Center,434,107,2026-07-02,In Stock
INV-000785,CHC-01454,Classic Milk Chocolate Bar,North America Distribution Center,559,109,2026-07-24,In Stock
INV-000786,CHC-01099,Raspberry Swirl White Chocolate Drops,Europe Distribution Center,731,234,2026-07-08,In Stock
INV-000787,CHC-01135,Praline Hazelnut Chocolate Truffle Box,Europe Distribution Center,837,144,2026-07-01,In Stock
INV-000788,CHC-01213,Praline Hazelnut Chocolate Wafer Bar,Europe Distribution Center,408,98,2026-07-01,In Stock
INV-000789,CHC-01023,Confectionery Grade Compound Chocolate Chips (Baking),Asia Pacific Distribution Center,179,44,2026-07-11,In Stock
INV-000790,CHC-00006,Stevia Sweetened Sugar-Free Chocolate Filled Bar,Latin America Distribution Center,527,94,2026-06-14,In Stock
INV-000791,CHC-00683,Praline Hazelnut Chocolate Filled Bar,Latin America Distribution Center,103,32,2026-07-12,In Stock
INV-000792,CHC-00932,Diabetic Friendly Sugar-Free Chocolate Coated Nuts,Europe Distribution Center,1777,300,2026-07-17,In Stock
INV-000793,CHC-00873,Honeycomb Milk Chocolate Filled Bar,Latin America Distribution Center,627,119,2026-07-02,In Stock
INV-000794,CHC-00566,Honeycomb Milk Chocolate Squares,North America Distribution Center,424,143,2026-06-10,In Stock
INV-000795,CHC-00746,Gianduja Style Hazelnut Chocolate Bar,Europe Distribution Center,1037,240,2026-06-23,In Stock
INV-000796,CHC-00052,85% Extra Bold Dark Chocolate Pralines,Europe Distribution Center,235,48,2026-07-21,In Stock
INV-000797,CHC-00152,Single Origin Dark Chocolate Chips (Baking),Middle East & Africa Distribution Center,308,70,2026-07-30,In Stock
INV-000798,CHC-00622,Value Pack Compound Chocolate Gift Box,Latin America Distribution Center,256,40,2026-07-24,In Stock
INV-000799,CHC-01239,Stevia Sweetened Sugar-Free Chocolate Wafer Bar,Europe Distribution Center,217,48,2026-07-10,In Stock
INV-000800,CHC-01201,85% Extra Bold Dark Chocolate Gift Box,Asia Pacific Distribution Center,957,307,2026-07-05,In Stock
INV-000801,CHC-00905,Organic Fair-Trade Chocolate Squares,Middle East & Africa Distribution Center,1032,253,2026-07-23,In Stock
INV-000802,CHC-01335,Organic Single Origin Chocolate Wafer Bar,Latin America Distribution Center,262,64,2026-08-01,In Stock
INV-000803,CHC-01078,Original Ruby Chocolate Truffle Box,Europe Distribution Center,325,63,2026-06-07,In Stock
INV-000804,CHC-01351,Espresso Infused Dark Chocolate Drops,Middle East & Africa Distribution Center,478,72,2026-07-16,In Stock
INV-000805,CHC-01257,Praline Hazelnut Chocolate Drops,North America Distribution Center,291,56,2026-07-03,In Stock
INV-000806,CHC-00086,85% Extra Bold Dark Chocolate Bar,Europe Distribution Center,360,66,2026-06-25,In Stock
INV-000807,CHC-00034,Soft Caramel Core Chocolate Gift Box,Asia Pacific Distribution Center,4092,1404,2026-06-22,In Stock
INV-000808,CHC-00885,Marzipan Style Almond Chocolate Drops,Middle East & Africa Distribution Center,946,269,2026-07-23,In Stock
INV-000809,CHC-00202,Marzipan Style Almond Chocolate Gift Box,North America Distribution Center,322,104,2026-06-06,In Stock
INV-000810,CHC-00125,Whole Hazelnut Chocolate Gift Box,Asia Pacific Distribution Center,522,81,2026-06-24,In Stock
INV-000811,CHC-01300,Espresso Infused Dark Chocolate Drops,Middle East & Africa Distribution Center,88,27,2026-07-01,In Stock
INV-000812,CHC-01485,Espresso Infused Dark Chocolate Drops,North America Distribution Center,182,33,2026-06-22,In Stock
INV-000813,CHC-00182,Lemon Zest White Chocolate Chips (Baking),Europe Distribution Center,243,41,2026-06-25,In Stock
INV-000814,CHC-01254,Coconut White Chocolate Truffle Box,Latin America Distribution Center,381,106,2026-06-05,In Stock
INV-000815,CHC-00032,Espresso Infused Dark Chocolate Truffle Box,Middle East & Africa Distribution Center,450,127,2026-06-08,In Stock
INV-000816,CHC-01363,Stevia Sweetened Sugar-Free Chocolate Pralines,North America Distribution Center,195,45,2026-06-25,In Stock
INV-000817,CHC-00878,Almond Crunch Chocolate Bar,Asia Pacific Distribution Center,133,30,2026-07-03,In Stock
INV-000818,CHC-00240,Coconut Sugar Vegan Dark Chocolate Bar,Middle East & Africa Distribution Center,2403,489,2026-07-06,In Stock
INV-000819,CHC-00597,Soft Caramel Core Chocolate Pralines,Europe Distribution Center,527,104,2026-07-12,In Stock
INV-000820,CHC-01233,Cranberry Walnut Fruit & Nut Chocolate Chips (Baking),Latin America Distribution Center,364,60,2026-07-22,In Stock
INV-000821,CHC-01280,Stevia Sweetened Sugar-Free Chocolate Coated Nuts,Latin America Distribution Center,682,199,2026-07-18,In Stock
INV-000822,CHC-01182,Almond Crunch Chocolate Bar,Europe Distribution Center,321,55,2026-06-10,In Stock
INV-000823,CHC-01432,Roasted Almond Chocolate Filled Bar,North America Distribution Center,117,22,2026-06-23,In Stock
INV-000824,CHC-00313,Organic Single Origin Chocolate Coated Nuts,Europe Distribution Center,81,15,2026-06-16,In Stock
INV-000825,CHC-00684,Cranberry Walnut Fruit & Nut Chocolate Filled Bar,Asia Pacific Distribution Center,303,88,2026-07-22,In Stock
INV-000826,CHC-00645,85% Extra Bold Dark Chocolate Filled Bar,Middle East & Africa Distribution Center,480,157,2026-06-05,In Stock
INV-000827,CHC-00067,Honeycomb Milk Chocolate Squares,Asia Pacific Distribution Center,605,200,2026-06-14,In Stock
INV-000828,CHC-00809,Classic Sugar-Free Chocolate Chips (Baking),Europe Distribution Center,241,37,2026-07-10,In Stock
INV-000829,CHC-00587,Marzipan Style Almond Chocolate Gift Box,Asia Pacific Distribution Center,1793,444,2026-07-31,In Stock
INV-000830,CHC-00905,Organic Fair-Trade Chocolate Squares,Europe Distribution Center,779,216,2026-06-27,In Stock
INV-000831,CHC-01300,Espresso Infused Dark Chocolate Drops,Latin America Distribution Center,372,125,2026-07-03,In Stock
INV-000832,CHC-00571,Oat Milk Blend Vegan Dark Chocolate Coated Nuts,Europe Distribution Center,374,83,2026-06-11,In Stock
INV-000833,CHC-00691,Berry Burst Ruby Chocolate Chips (Baking),Latin America Distribution Center,281,83,2026-06-30,In Stock
INV-000834,CHC-01090,Salted Butter Caramel Chocolate Squares,Europe Distribution Center,288,89,2026-06-11,In Stock
INV-000835,CHC-01321,Sea Salt Caramel Chocolate Wafer Bar,North America Distribution Center,75,15,2026-07-28,In Stock
INV-000836,CHC-00239,85% Extra Bold Dark Chocolate Filled Bar,Europe Distribution Center,46,10,2026-06-20,In Stock
INV-000837,CHC-00074,85% Extra Bold Dark Chocolate Bar,Middle East & Africa Distribution Center,280,77,2026-06-29,In Stock
INV-000838,CHC-00699,Sea Salt Caramel Chocolate Wafer Bar,Asia Pacific Distribution Center,353,67,2026-06-22,In Stock
INV-000839,CHC-01389,Berry Burst Ruby Chocolate Bar,North America Distribution Center,1916,670,2026-08-02,In Stock
INV-000840,CHC-00734,Sea Salt Caramel Chocolate Bar,Middle East & Africa Distribution Center,518,156,2026-07-24,In Stock
INV-000841,CHC-00229,Cranberry Walnut Fruit & Nut Chocolate Wafer Bar,Asia Pacific Distribution Center,406,110,2026-06-19,In Stock
INV-000842,CHC-01283,Sea Salt Caramel Chocolate Squares,Middle East & Africa Distribution Center,283,89,2026-08-02,In Stock
INV-000843,CHC-00299,Confectionery Grade Compound Chocolate Wafer Bar,Europe Distribution Center,700,215,2026-07-06,In Stock
INV-000844,CHC-00964,Classic Milk Chocolate Wafer Bar,Middle East & Africa Distribution Center,809,201,2026-07-12,In Stock
INV-000845,CHC-00067,Honeycomb Milk Chocolate Squares,Europe Distribution Center,197,45,2026-06-26,In Stock
INV-000846,CHC-00883,Honeycomb Milk Chocolate Squares,Middle East & Africa Distribution Center,506,166,2026-06-11,In Stock
INV-000847,CHC-00910,Classic Milk Chocolate Coated Nuts,Asia Pacific Distribution Center,159,28,2026-07-03,In Stock
INV-000848,CHC-00238,Original Ruby Chocolate Chips (Baking),Latin America Distribution Center,417,145,2026-06-21,In Stock
INV-000849,CHC-00077,70% Intense Dark Chocolate Wafer Bar,North America Distribution Center,549,145,2026-07-25,In Stock
INV-000850,CHC-00805,Single Origin Dark Chocolate Chips (Baking),Latin America Distribution Center,1271,396,2026-07-10,In Stock
INV-000851,CHC-01479,Sea Salt Milk Chocolate Coated Nuts,Asia Pacific Distribution Center,472,143,2026-06-09,In Stock
INV-000852,CHC-01386,Oat Milk Blend Vegan Dark Chocolate Drops,North America Distribution Center,598,147,2026-07-01,In Stock
INV-000853,CHC-00454,Biscuit Milk Chocolate Pralines,Middle East & Africa Distribution Center,413,105,2026-07-12,In Stock
INV-000854,CHC-00600,Diabetic Friendly Sugar-Free Chocolate Pralines,Europe Distribution Center,1158,274,2026-07-15,In Stock
INV-000855,CHC-01066,Honeycomb Milk Chocolate Truffle Box,Latin America Distribution Center,327,102,2026-06-24,In Stock
INV-000856,CHC-00604,Roasted Almond Chocolate Chips (Baking),Europe Distribution Center,143,49,2026-07-21,In Stock
INV-000857,CHC-01265,Gianduja Style Hazelnut Chocolate Pralines,Asia Pacific Distribution Center,690,236,2026-07-14,In Stock
INV-000858,CHC-00435,Honeycomb Milk Chocolate Truffle Box,Latin America Distribution Center,560,131,2026-06-28,In Stock
INV-000859,CHC-00197,Citrus Ruby Chocolate Filled Bar,Asia Pacific Distribution Center,147,26,2026-07-13,In Stock
INV-000860,CHC-00079,Classic Milk Chocolate Coated Nuts,Europe Distribution Center,233,72,2026-07-30,In Stock
INV-000861,CHC-00296,Single Origin Dark Chocolate Filled Bar,Europe Distribution Center,2568,843,2026-06-05,In Stock
INV-000862,CHC-01056,Biscuit Milk Chocolate Filled Bar,Asia Pacific Distribution Center,545,113,2026-08-02,In Stock
INV-000863,CHC-00510,Oat Milk Blend Vegan Dark Chocolate Gift Box,Europe Distribution Center,1947,676,2026-07-23,In Stock
INV-000864,CHC-00052,85% Extra Bold Dark Chocolate Pralines,Middle East & Africa Distribution Center,392,129,2026-06-27,In Stock
INV-000865,CHC-00032,Espresso Infused Dark Chocolate Truffle Box,Latin America Distribution Center,621,175,2026-07-03,In Stock
INV-000866,CHC-00097,Whole Hazelnut Chocolate Chips (Baking),Latin America Distribution Center,322,60,2026-06-26,In Stock
INV-000867,CHC-00920,Plant-Based Classic Vegan Dark Chocolate Pralines,Asia Pacific Distribution Center,99,30,2026-07-28,In Stock
INV-000868,CHC-00504,Soft Caramel Core Chocolate Wafer Bar,Europe Distribution Center,575,128,2026-07-01,In Stock
INV-000869,CHC-00993,Espresso Infused Dark Chocolate Coated Nuts,Latin America Distribution Center,593,89,2026-07-18,In Stock
INV-000870,CHC-01471,Lemon Zest White Chocolate Wafer Bar,Europe Distribution Center,616,213,2026-07-02,In Stock
INV-000871,CHC-01258,Marzipan Style Almond Chocolate Squares,Latin America Distribution Center,316,49,2026-07-06,In Stock
INV-000872,CHC-00741,Coconut White Chocolate Gift Box,North America Distribution Center,320,69,2026-07-19,In Stock
INV-000873,CHC-01299,Organic Fair-Trade Chocolate Gift Box,Europe Distribution Center,294,79,2026-06-23,In Stock
INV-000874,CHC-01467,Gianduja Style Hazelnut Chocolate Squares,Latin America Distribution Center,257,54,2026-06-07,In Stock
INV-000875,CHC-00857,Biscuit Milk Chocolate Drops,Middle East & Africa Distribution Center,345,111,2026-06-25,In Stock
INV-000876,CHC-01360,Cranberry Walnut Fruit & Nut Chocolate Gift Box,Middle East & Africa Distribution Center,630,106,2026-07-06,In Stock
INV-000877,CHC-00596,Sea Salt Caramel Chocolate Filled Bar,Europe Distribution Center,188,57,2026-07-14,In Stock
INV-000878,CHC-01073,Honeycomb Milk Chocolate Drops,Europe Distribution Center,888,169,2026-07-15,In Stock
INV-000879,CHC-01500,Praline Hazelnut Chocolate Drops,Europe Distribution Center,333,85,2026-07-10,In Stock
INV-000880,CHC-00522,Biscuit Milk Chocolate Chips (Baking),North America Distribution Center,697,138,2026-06-05,In Stock
INV-000881,CHC-00516,Biscuit Milk Chocolate Coated Nuts,Europe Distribution Center,164,39,2026-06-16,In Stock
INV-000882,CHC-00945,Biscuit Milk Chocolate Chips (Baking),Europe Distribution Center,928,179,2026-06-11,In Stock
INV-000883,CHC-00204,Stevia Sweetened Sugar-Free Chocolate Squares,Asia Pacific Distribution Center,556,174,2026-07-10,In Stock
INV-000884,CHC-00415,Tropical Mix Fruit & Nut Chocolate Filled Bar,Europe Distribution Center,862,248,2026-06-18,In Stock
INV-000885,CHC-00620,Bakers Classic Compound Chocolate Chips (Baking),Europe Distribution Center,199,59,2026-06-09,In Stock
INV-000886,CHC-00293,Coconut White Chocolate Squares,Europe Distribution Center,258,86,2026-07-30,In Stock
INV-000887,CHC-00943,Praline Hazelnut Chocolate Coated Nuts,Europe Distribution Center,363,92,2026-06-24,In Stock
INV-000888,CHC-01361,Almond Crunch Chocolate Filled Bar,Latin America Distribution Center,351,115,2026-07-30,In Stock
INV-000889,CHC-01126,Vanilla Bean White Chocolate Drops,Latin America Distribution Center,620,121,2026-06-08,In Stock
INV-000890,CHC-00191,Classic Sugar-Free Chocolate Filled Bar,Asia Pacific Distribution Center,911,289,2026-07-16,In Stock
INV-000891,CHC-01222,Soft Caramel Core Chocolate Chips (Baking),Latin America Distribution Center,779,235,2026-06-20,In Stock
INV-000892,CHC-00831,Citrus Ruby Chocolate Bar,Latin America Distribution Center,312,75,2026-06-24,In Stock
INV-000893,CHC-00835,70% Intense Dark Chocolate Bar,Europe Distribution Center,150,51,2026-06-28,In Stock
INV-000894,CHC-00234,Coconut Sugar Vegan Dark Chocolate Drops,Europe Distribution Center,371,78,2026-06-23,In Stock
INV-000895,CHC-00681,Coconut White Chocolate Squares,Asia Pacific Distribution Center,96,24,2026-07-04,In Stock
INV-000896,CHC-00536,Soft Caramel Core Chocolate Truffle Box,Asia Pacific Distribution Center,328,63,2026-06-21,In Stock
INV-000897,CHC-00947,Citrus Ruby Chocolate Bar,Middle East & Africa Distribution Center,609,113,2026-06-30,In Stock
