SaleID,Date,ProductID,ProductName,Region,Country,Channel,QuantitySold,UnitPrice,RevenueUSD
SALE-002127,2025-08-15,CHC-00781,Value Pack Compound Chocolate Bar,North America,USA,Duty-Free,39,2.42,94.38
SALE-002128,2026-08-01,CHC-00839,Cranberry Walnut Fruit & Nut Chocolate Bar,Middle East & Africa,Cote d'Ivoire,Retail Store,12,5.24,62.88
SALE-002129,2026-01-21,CHC-00204,Stevia Sweetened Sugar-Free Chocolate Squares,Europe,Germany,E-Commerce,37,5.12,189.44
SALE-002130,2026-07-01,CHC-00640,Salted Butter Caramel Chocolate Drops,Asia Pacific,Australia,Duty-Free,52,2.58,134.16
SALE-002131,2026-07-07,CHC-01166,Cranberry Walnut Fruit & Nut Chocolate Truffle Box,Latin America,Peru,E-Commerce,19,3.94,74.86
SALE-002132,2025-08-10,CHC-01020,Sea Salt Caramel Chocolate Pralines,Europe,Switzerland,Direct-to-Consumer,31,4.65,144.15
SALE-002133,2025-09-02,CHC-00299,Confectionery Grade Compound Chocolate Wafer Bar,North America,USA,Duty-Free,76,2.24,170.24
SALE-002134,2026-05-01,CHC-00263,Roasted Almond Chocolate Coated Nuts,Europe,Netherlands,E-Commerce,12,3.83,45.96
SALE-002135,2026-04-25,CHC-00646,Biscuit Milk Chocolate Gift Box,North America,USA,Direct-to-Consumer,50,2.13,106.5
SALE-002136,2026-01-07,CHC-00609,Marzipan Style Almond Chocolate Filled Bar,Europe,France,E-Commerce,28,5.22,146.16
SALE-002137,2025-12-06,CHC-00682,Soft Caramel Core Chocolate Drops,Asia Pacific,Japan,Retail Store,36,4.6,165.6
SALE-002138,2026-05-10,CHC-00352,Tropical Mix Fruit & Nut Chocolate Filled Bar,Asia Pacific,Indonesia,E-Commerce,5,3.87,19.35
SALE-002139,2026-06-21,CHC-00804,Single Origin Dark Chocolate Wafer Bar,Asia Pacific,Japan,E-Commerce,142,5.22,741.24
SALE-002140,2026-07-16,CHC-00901,Single Origin Dark Chocolate Drops,Europe,Belgium,Direct-to-Consumer,257,3.56,914.92
SALE-002141,2026-02-27,CHC-00813,Lemon Zest White Chocolate Filled Bar,Europe,Germany,Duty-Free,18,2.42,43.56
SALE-002142,2026-07-28,CHC-01224,Berry Burst Ruby Chocolate Truffle Box,North America,USA,Retail Store,80,6.28,502.4
SALE-002143,2025-10-09,CHC-01364,Tropical Mix Fruit & Nut Chocolate Gift Box,Middle East & Africa,UAE,Duty-Free,15,4.21,63.15
SALE-002144,2025-11-30,CHC-01484,Almond Crunch Chocolate Truffle Box,North America,USA,Wholesale Distributor,21,5.3,111.3
SALE-002145,2026-05-25,CHC-00605,Raisin & Almond Fruit & Nut Chocolate Coated Nuts,North America,Mexico,Duty-Free,5,4.36,21.8
SALE-002146,2026-02-26,CHC-01051,85% Extra Bold Dark Chocolate Gift Box,North America,USA,Wholesale Distributor,32,6.13,196.16
SALE-002147,2026-02-05,CHC-00322,Espresso Infused Dark Chocolate Gift Box,Europe,France,Direct-to-Consumer,27,4.06,109.62
SALE-002148,2026-06-06,CHC-00762,Lemon Zest White Chocolate Squares,Europe,France,E-Commerce,28,2.68,75.04
SALE-002149,2026-05-23,CHC-01112,Berry Burst Ruby Chocolate Chips (Baking),Europe,Belgium,Duty-Free,91,5.89,535.99
SALE-002150,2026-05-25,CHC-00623,Organic Fair-Trade Chocolate Squares,Europe,United Kingdom,Direct-to-Consumer,32,3.65,116.8
SALE-002151,2025-10-31,CHC-01203,Whole Hazelnut Chocolate Bar,Europe,Switzerland,E-Commerce,82,4.94,405.08
SALE-002152,2025-10-31,CHC-00117,Sea Salt Caramel Chocolate Filled Bar,Asia Pacific,Indonesia,E-Commerce,97,3.94,382.18
SALE-002153,2025-08-04,CHC-00469,Roasted Almond Chocolate Filled Bar,North America,Mexico,Wholesale Distributor,9,2.83,25.47
SALE-002154,2025-12-06,CHC-01185,Tropical Mix Fruit & Nut Chocolate Bar,Latin America,Brazil,Wholesale Distributor,6,5.34,32.04
SALE-002155,2026-03-03,CHC-01164,Raspberry Swirl White Chocolate Wafer Bar,Europe,Switzerland,E-Commerce,6,4.25,25.5
SALE-002156,2025-08-09,CHC-01301,Raisin & Almond Fruit & Nut Chocolate Filled Bar,Europe,Germany,Duty-Free,42,3.94,165.48
SALE-002157,2026-03-04,CHC-00233,Roasted Almond Chocolate Filled Bar,North America,Mexico,E-Commerce,37,3.98,147.26
SALE-002158,2026-06-17,CHC-00391,Lemon Zest White Chocolate Coated Nuts,Latin America,Peru,Direct-to-Consumer,21,4.2,88.2
SALE-002159,2026-04-17,CHC-01386,Oat Milk Blend Vegan Dark Chocolate Drops,North America,Mexico,Direct-to-Consumer,55,3.47,190.85
SALE-002160,2026-07-29,CHC-01188,Gianduja Style Hazelnut Chocolate Coated Nuts,Europe,Belgium,Duty-Free,39,3.76,146.64
SALE-002161,2025-09-06,CHC-00236,Lemon Zest White Chocolate Coated Nuts,Europe,Netherlands,Direct-to-Consumer,12,3.92,47.04
SALE-002162,2026-05-13,CHC-00514,Classic Milk Chocolate Filled Bar,Asia Pacific,Indonesia,E-Commerce,5,4.01,20.05
SALE-002163,2026-04-27,CHC-01351,Espresso Infused Dark Chocolate Drops,Europe,Switzerland,Retail Store,34,2.51,85.34
SALE-002164,2026-04-04,CHC-00980,Almond Crunch Chocolate Truffle Box,Europe,France,E-Commerce,20,4.2,84.0
SALE-002165,2026-05-24,CHC-00599,Confectionery Grade Compound Chocolate Coated Nuts,North America,Canada,Retail Store,22,1.66,36.52
SALE-002166,2026-07-13,CHC-00806,Single Origin Dark Chocolate Chips (Baking),Europe,Belgium,E-Commerce,41,3.13,128.33
SALE-002167,2026-04-20,CHC-00870,Classic Milk Chocolate Bar,North America,Mexico,Direct-to-Consumer,24,2.74,65.76
SALE-002168,2026-03-07,CHC-00886,Coconut Sugar Vegan Dark Chocolate Filled Bar,Latin America,Colombia,E-Commerce,16,5.77,92.32
SALE-002169,2025-11-28,CHC-01372,Organic Fair-Trade Chocolate Squares,Europe,France,Duty-Free,5,3.51,17.55
SALE-002170,2025-08-09,CHC-00321,Stevia Sweetened Sugar-Free Chocolate Chips (Baking),Asia Pacific,India,Duty-Free,54,3.91,211.14
SALE-002171,2026-03-20,CHC-00031,Almond Crunch Chocolate Filled Bar,North America,USA,Direct-to-Consumer,27,3.96,106.92
SALE-002172,2025-10-23,CHC-00462,Biscuit Milk Chocolate Filled Bar,North America,Mexico,Direct-to-Consumer,10,4.36,43.6
SALE-002173,2026-05-24,CHC-01277,Gianduja Style Hazelnut Chocolate Truffle Box,Europe,Italy,Retail Store,11,3.82,42.02
SALE-002174,2026-06-20,CHC-00510,Oat Milk Blend Vegan Dark Chocolate Gift Box,Middle East & Africa,UAE,Wholesale Distributor,29,6.38,185.02
SALE-002175,2026-01-05,CHC-00576,Single Origin Dark Chocolate Truffle Box,North America,USA,E-Commerce,197,2.82,555.54
SALE-002176,2025-12-06,CHC-00458,Raspberry Swirl White Chocolate Filled Bar,North America,Canada,Retail Store,24,2.72,65.28
SALE-002177,2025-08-07,CHC-00275,Stevia Sweetened Sugar-Free Chocolate Squares,Latin America,Ecuador,E-Commerce,11,4.65,51.15
SALE-002178,2026-06-08,CHC-01063,Espresso Infused Dark Chocolate Coated Nuts,Europe,Germany,Duty-Free,245,6.12,1499.4
SALE-002179,2026-02-11,CHC-00410,Tropical Mix Fruit & Nut Chocolate Coated Nuts,Asia Pacific,Australia,Wholesale Distributor,23,3.79,87.17
SALE-002180,2026-06-05,CHC-00287,Classic Sugar-Free Chocolate Filled Bar,Middle East & Africa,South Africa,Direct-to-Consumer,60,5.34,320.4
SALE-002181,2025-09-18,CHC-01106,Original Ruby Chocolate Drops,North America,Canada,Wholesale Distributor,66,6.9,455.4
SALE-002182,2025-12-23,CHC-00162,Biscuit Milk Chocolate Filled Bar,Europe,Belgium,Direct-to-Consumer,27,2.71,73.17
SALE-002183,2026-05-05,CHC-00083,Coconut White Chocolate Coated Nuts,North America,Canada,Wholesale Distributor,19,4.04,76.76
SALE-002184,2026-06-30,CHC-01066,Honeycomb Milk Chocolate Truffle Box,Latin America,Ecuador,Retail Store,37,2.33,86.21
SALE-002185,2025-10-16,CHC-01083,Organic Fair-Trade Chocolate Truffle Box,Asia Pacific,India,E-Commerce,4,6.81,27.24
SALE-002186,2026-05-03,CHC-00940,Berry Burst Ruby Chocolate Truffle Box,Europe,Netherlands,Direct-to-Consumer,10,5.62,56.2
SALE-002187,2026-06-01,CHC-00042,Gianduja Style Hazelnut Chocolate Filled Bar,North America,Mexico,Retail Store,35,5.58,195.3
SALE-002188,2026-06-15,CHC-00860,Coconut Sugar Vegan Dark Chocolate Wafer Bar,Europe,Switzerland,Duty-Free,42,6.61,277.62
SALE-002189,2026-07-19,CHC-00936,Raspberry Swirl White Chocolate Drops,Europe,France,Retail Store,16,3.2,51.2
SALE-002190,2025-09-22,CHC-00385,Berry Burst Ruby Chocolate Gift Box,Asia Pacific,Japan,Direct-to-Consumer,68,5.27,358.36
SALE-002191,2026-03-28,CHC-01226,Classic Sugar-Free Chocolate Coated Nuts,Europe,Belgium,Duty-Free,34,3.81,129.54
SALE-002192,2026-03-13,CHC-01230,Sea Salt Milk Chocolate Chips (Baking),Latin America,Brazil,Direct-to-Consumer,4,2.11,8.44
SALE-002193,2026-06-16,CHC-00921,Biscuit Milk Chocolate Chips (Baking),Europe,Germany,E-Commerce,13,3.34,43.42
SALE-002194,2026-03-28,CHC-01255,Biscuit Milk Chocolate Squares,Europe,United Kingdom,Retail Store,12,3.07,36.84
SALE-002195,2026-03-07,CHC-00688,Raspberry Swirl White Chocolate Bar,Latin America,Peru,E-Commerce,12,2.23,26.76
SALE-002196,2025-12-25,CHC-01324,Classic Sugar-Free Chocolate Drops,Europe,France,Wholesale Distributor,18,5.15,92.7
SALE-002197,2025-11-05,CHC-01120,Praline Hazelnut Chocolate Chips (Baking),Europe,Netherlands,Direct-to-Consumer,13,4.98,64.74
SALE-002198,2026-03-30,CHC-00871,Cranberry Walnut Fruit & Nut Chocolate Wafer Bar,Europe,France,Duty-Free,10,3.17,31.7
SALE-002199,2025-09-29,CHC-00227,Plant-Based Classic Vegan Dark Chocolate Gift Box,Europe,Switzerland,Duty-Free,13,4.09,53.17
SALE-002200,2025-09-19,CHC-00114,Whole Hazelnut Chocolate Drops,Europe,Germany,Duty-Free,17,3.01,51.17
SALE-002201,2025-10-19,CHC-00072,Whole Hazelnut Chocolate Chips (Baking),North America,Mexico,Direct-to-Consumer,8,3.27,26.16
SALE-002202,2026-05-17,CHC-00501,70% Intense Dark Chocolate Bar,Europe,France,Retail Store,251,4.08,1024.08
SALE-002203,2025-08-21,CHC-00964,Classic Milk Chocolate Wafer Bar,Middle East & Africa,UAE,Wholesale Distributor,12,4.3,51.6
SALE-002204,2026-03-23,CHC-00066,Lemon Zest White Chocolate Pralines,Latin America,Peru,Direct-to-Consumer,39,2.39,93.21
SALE-002205,2026-03-18,CHC-00104,Single Origin Dark Chocolate Bar,Europe,France,E-Commerce,5,2.87,14.35
SALE-002206,2025-08-11,CHC-01349,Coconut White Chocolate Drops,North America,Mexico,E-Commerce,17,3.37,57.29
SALE-002207,2026-01-29,CHC-00572,Organic Single Origin Chocolate Wafer Bar,Europe,Belgium,Wholesale Distributor,32,5.8,185.6
SALE-002208,2026-04-20,CHC-00272,Cranberry Walnut Fruit & Nut Chocolate Pralines,Latin America,Peru,Retail Store,16,3.96,63.36
SALE-002209,2025-09-13,CHC-01229,Salted Butter Caramel Chocolate Filled Bar,Europe,Belgium,E-Commerce,43,4.81,206.83
SALE-002210,2026-06-07,CHC-00461,Gianduja Style Hazelnut Chocolate Drops,Europe,Germany,E-Commerce,254,3.12,792.48
SALE-002211,2025-09-08,CHC-00373,Almond Crunch Chocolate Squares,North America,Mexico,Duty-Free,54,4.77,257.58
SALE-002212,2025-10-20,CHC-00262,Biscuit Milk Chocolate Drops,North America,Mexico,Retail Store,11,4.47,49.17
SALE-002213,2025-12-27,CHC-00514,Classic Milk Chocolate Filled Bar,Asia Pacific,Indonesia,Wholesale Distributor,23,4.01,92.23
SALE-002214,2025-09-24,CHC-00843,Coconut White Chocolate Chips (Baking),Europe,Netherlands,Duty-Free,1,3.94,3.94
SALE-002215,2026-06-14,CHC-00323,Sea Salt Caramel Chocolate Filled Bar,Latin America,Peru,Duty-Free,53,3.34,177.02
SALE-002216,2026-02-04,CHC-00807,85% Extra Bold Dark Chocolate Truffle Box,Latin America,Brazil,Wholesale Distributor,14,6.48,90.72
SALE-002217,2025-10-28,CHC-00649,Raisin & Almond Fruit & Nut Chocolate Bar,Europe,Germany,Direct-to-Consumer,12,3.51,42.12
SALE-002218,2026-05-19,CHC-00731,Praline Hazelnut Chocolate Drops,North America,Mexico,Duty-Free,36,4.94,177.84
SALE-002219,2026-01-15,CHC-01141,Confectionery Grade Compound Chocolate Gift Box,Asia Pacific,Japan,E-Commerce,13,2.1,27.3
SALE-002220,2025-08-23,CHC-01371,Single Origin Dark Chocolate Squares,North America,Mexico,Duty-Free,22,3.84,84.48
SALE-002221,2025-09-05,CHC-00180,Single Origin Dark Chocolate Coated Nuts,Europe,Belgium,Retail Store,14,3.11,43.54
SALE-002222,2025-12-08,CHC-00456,85% Extra Bold Dark Chocolate Bar,North America,Mexico,Retail Store,24,5.37,128.88
SALE-002223,2026-06-14,CHC-00629,Berry Burst Ruby Chocolate Wafer Bar,North America,USA,Duty-Free,36,5.94,213.84
SALE-002224,2026-01-12,CHC-01180,Diabetic Friendly Sugar-Free Chocolate Bar,North America,USA,E-Commerce,115,5.79,665.85
SALE-002225,2025-08-27,CHC-00500,Oat Milk Blend Vegan Dark Chocolate Filled Bar,Europe,Switzerland,Retail Store,24,5.51,132.24
SALE-002226,2025-12-28,CHC-01388,70% Intense Dark Chocolate Filled Bar,Europe,France,Duty-Free,42,6.34,266.28
SALE-002227,2026-01-08,CHC-00481,Honeycomb Milk Chocolate Pralines,Middle East & Africa,South Africa,Direct-to-Consumer,68,2.68,182.24
SALE-002228,2026-02-15,CHC-01471,Lemon Zest White Chocolate Wafer Bar,Europe,Netherlands,Retail Store,61,2.01,122.61
SALE-002229,2025-08-13,CHC-00977,Single Origin Dark Chocolate Chips (Baking),Middle East & Africa,South Africa,Wholesale Distributor,24,4.8,115.2
SALE-002230,2026-05-21,CHC-01152,Honeycomb Milk Chocolate Bar,Asia Pacific,Japan,Duty-Free,10,3.81,38.1
SALE-002231,2025-11-22,CHC-01382,Almond Crunch Chocolate Drops,Europe,France,Duty-Free,16,4.68,74.88
SALE-002232,2026-04-17,CHC-01309,Vanilla Bean White Chocolate Truffle Box,Latin America,Ecuador,Duty-Free,18,3.63,65.34
SALE-002233,2025-10-27,CHC-01069,Sea Salt Milk Chocolate Wafer Bar,Asia Pacific,China,Wholesale Distributor,14,2.39,33.46
SALE-002234,2026-03-07,CHC-00388,Praline Hazelnut Chocolate Chips (Baking),Asia Pacific,Indonesia,E-Commerce,41,5.93,243.13
SALE-002235,2025-11-24,CHC-00771,Organic Single Origin Chocolate Bar,Asia Pacific,China,Direct-to-Consumer,15,6.36,95.4
SALE-002236,2026-03-05,CHC-01232,Classic Milk Chocolate Squares,Latin America,Peru,Duty-Free,44,2.79,122.76
SALE-002237,2026-05-23,CHC-01042,Salted Butter Caramel Chocolate Pralines,Middle East & Africa,Ghana,Retail Store,166,4.45,738.7
SALE-002238,2026-02-11,CHC-01288,Salted Butter Caramel Chocolate Coated Nuts,Asia Pacific,Japan,E-Commerce,6,3.88,23.28
SALE-002239,2026-06-05,CHC-01008,Soft Caramel Core Chocolate Coated Nuts,North America,USA,E-Commerce,62,4.92,305.04
SALE-002240,2026-01-06,CHC-00186,Confectionery Grade Compound Chocolate Drops,Middle East & Africa,South Africa,Retail Store,32,1.26,40.32
SALE-002241,2026-03-05,CHC-00187,Roasted Almond Chocolate Drops,North America,Mexico,Retail Store,31,4.15,128.65
SALE-002242,2026-04-23,CHC-01308,Berry Burst Ruby Chocolate Pralines,Europe,Netherlands,Wholesale Distributor,25,6.32,158.0
SALE-002243,2026-02-18,CHC-00712,Roasted Almond Chocolate Chips (Baking),North America,Mexico,Retail Store,133,5.21,692.93
SALE-002244,2025-09-07,CHC-00549,Sea Salt Caramel Chocolate Gift Box,Europe,Netherlands,Direct-to-Consumer,35,4.75,166.25
SALE-002245,2026-05-05,CHC-01079,Organic Fair-Trade Chocolate Squares,Asia Pacific,China,Retail Store,33,6.9,227.7
SALE-002246,2026-02-11,CHC-01056,Biscuit Milk Chocolate Filled Bar,Middle East & Africa,UAE,Direct-to-Consumer,102,3.3,336.6
SALE-002247,2026-01-13,CHC-00456,85% Extra Bold Dark Chocolate Bar,North America,Mexico,Retail Store,9,5.37,48.33
SALE-002248,2025-11-19,CHC-01108,85% Extra Bold Dark Chocolate Chips (Baking),Europe,Germany,E-Commerce,18,2.97,53.46
SALE-002249,2025-09-10,CHC-01135,Praline Hazelnut Chocolate Truffle Box,Europe,Netherlands,Direct-to-Consumer,8,4.87,38.96
SALE-002250,2025-11-13,CHC-00409,Soft Caramel Core Chocolate Bar,Middle East & Africa,Ghana,Wholesale Distributor,158,2.74,432.92
SALE-002251,2026-03-04,CHC-00613,Marzipan Style Almond Chocolate Wafer Bar,North America,USA,Retail Store,18,4.96,89.28
SALE-002252,2026-06-02,CHC-00783,Organic Single Origin Chocolate Coated Nuts,Asia Pacific,India,Direct-to-Consumer,62,7.38,457.56
SALE-002253,2026-05-09,CHC-00533,Gianduja Style Hazelnut Chocolate Pralines,North America,USA,Duty-Free,34,4.6,156.4
SALE-002254,2025-10-04,CHC-00201,Salted Butter Caramel Chocolate Chips (Baking),Asia Pacific,India,Duty-Free,16,4.69,75.04
SALE-002255,2025-12-03,CHC-01019,Roasted Almond Chocolate Drops,Asia Pacific,Japan,E-Commerce,34,3.86,131.24
SALE-002256,2026-01-14,CHC-01141,Confectionery Grade Compound Chocolate Gift Box,Asia Pacific,Japan,Wholesale Distributor,31,2.1,65.1
SALE-002257,2026-07-22,CHC-00827,Espresso Infused Dark Chocolate Wafer Bar,Europe,France,Direct-to-Consumer,45,3.54,159.3
SALE-002258,2025-08-11,CHC-01275,Honeycomb Milk Chocolate Drops,Latin America,Ecuador,Wholesale Distributor,34,3.52,119.68
SALE-002259,2026-08-01,CHC-01013,Almond Crunch Chocolate Filled Bar,North America,Mexico,Direct-to-Consumer,13,4.41,57.33
SALE-002260,2026-03-17,CHC-00953,Sea Salt Caramel Chocolate Bar,Europe,Germany,Retail Store,14,3.71,51.94
SALE-002261,2026-03-24,CHC-01344,Lemon Zest White Chocolate Coated Nuts,Europe,Italy,Retail Store,32,2.79,89.28
SALE-002262,2026-04-28,CHC-00922,Classic Milk Chocolate Coated Nuts,Europe,Switzerland,E-Commerce,35,3.35,117.25
SALE-002263,2026-07-25,CHC-00788,Organic Raw Cacao Chocolate Squares,Latin America,Brazil,Wholesale Distributor,24,6.91,165.84
SALE-002264,2025-10-19,CHC-00180,Single Origin Dark Chocolate Coated Nuts,Europe,Belgium,Retail Store,56,3.11,174.16
SALE-002265,2026-05-07,CHC-01351,Espresso Infused Dark Chocolate Drops,Europe,Switzerland,Wholesale Distributor,23,2.51,57.73
SALE-002266,2025-08-24,CHC-01195,Classic Milk Chocolate Truffle Box,Europe,France,E-Commerce,7,4.11,28.77
SALE-002267,2026-04-20,CHC-01236,Organic Raw Cacao Chocolate Filled Bar,Asia Pacific,Japan,Wholesale Distributor,24,5.62,134.88
SALE-002268,2026-04-19,CHC-00026,Organic Single Origin Chocolate Coated Nuts,Asia Pacific,Indonesia,Wholesale Distributor,19,3.77,71.63
SALE-002269,2026-06-28,CHC-00071,85% Extra Bold Dark Chocolate Filled Bar,Europe,Italy,Duty-Free,33,4.92,162.36
SALE-002270,2026-03-09,CHC-00875,Raisin & Almond Fruit & Nut Chocolate Chips (Baking),Middle East & Africa,Cote d'Ivoire,Wholesale Distributor,16,3.4,54.4
SALE-002271,2026-03-07,CHC-00105,70% Intense Dark Chocolate Chips (Baking),Middle East & Africa,South Africa,Duty-Free,29,4.81,139.49
SALE-002272,2026-05-12,CHC-00518,Single Origin Dark Chocolate Squares,Asia Pacific,Indonesia,Direct-to-Consumer,14,4.74,66.36
SALE-002273,2026-03-11,CHC-00067,Honeycomb Milk Chocolate Squares,Europe,Netherlands,Duty-Free,15,3.36,50.4
SALE-002274,2026-03-14,CHC-01292,Value Pack Compound Chocolate Bar,Asia Pacific,India,Direct-to-Consumer,296,1.82,538.72
SALE-002275,2026-07-07,CHC-00730,Organic Fair-Trade Chocolate Truffle Box,North America,Canada,E-Commerce,16,3.79,60.64
SALE-002276,2026-05-01,CHC-00258,Sea Salt Milk Chocolate Wafer Bar,Latin America,Colombia,Wholesale Distributor,11,4.07,44.77
SALE-002277,2026-01-10,CHC-01111,Single Origin Dark Chocolate Truffle Box,Latin America,Ecuador,E-Commerce,58,5.91,342.78
SALE-002278,2026-04-22,CHC-00330,Coconut White Chocolate Coated Nuts,Middle East & Africa,South Africa,Retail Store,35,3.61,126.35
SALE-002279,2025-09-11,CHC-00474,Plant-Based Classic Vegan Dark Chocolate Bar,Europe,Belgium,Retail Store,24,4.78,114.72
SALE-002280,2025-11-21,CHC-00332,Whole Hazelnut Chocolate Bar,Middle East & Africa,Ghana,Direct-to-Consumer,3,3.7,11.1
SALE-002281,2026-05-13,CHC-01449,Berry Burst Ruby Chocolate Squares,Europe,France,E-Commerce,144,7.44,1071.36
SALE-002282,2026-02-14,CHC-01313,Diabetic Friendly Sugar-Free Chocolate Chips (Baking),Middle East & Africa,South Africa,Duty-Free,53,4.24,224.72
SALE-002283,2026-07-30,CHC-00791,Single Origin Dark Chocolate Bar,Europe,United Kingdom,Duty-Free,30,4.66,139.8
SALE-002284,2026-02-10,CHC-00638,Raisin & Almond Fruit & Nut Chocolate Truffle Box,North America,USA,E-Commerce,24,3.63,87.12
SALE-002285,2026-02-21,CHC-01436,Sea Salt Caramel Chocolate Squares,Middle East & Africa,Ghana,E-Commerce,21,4.05,85.05
SALE-002286,2026-07-17,CHC-00021,Espresso Infused Dark Chocolate Wafer Bar,Asia Pacific,Japan,Retail Store,21,6.02,126.42
SALE-002287,2026-01-07,CHC-00635,Espresso Infused Dark Chocolate Drops,North America,Canada,Retail Store,40,4.29,171.6
SALE-002288,2025-11-27,CHC-01038,Classic Milk Chocolate Coated Nuts,Europe,France,Wholesale Distributor,14,4.48,62.72
SALE-002289,2026-01-25,CHC-00795,Organic Single Origin Chocolate Coated Nuts,North America,Mexico,Direct-to-Consumer,39,6.4,249.6
SALE-002290,2026-04-18,CHC-01186,Tropical Mix Fruit & Nut Chocolate Squares,Latin America,Ecuador,E-Commerce,28,5.35,149.8
SALE-002291,2025-11-29,CHC-00919,Raisin & Almond Fruit & Nut Chocolate Coated Nuts,Europe,Italy,Retail Store,20,4.48,89.6
SALE-002292,2026-05-03,CHC-01500,Praline Hazelnut Chocolate Drops,Asia Pacific,Australia,E-Commerce,56,3.94,220.64
SALE-002293,2026-02-01,CHC-00447,Espresso Infused Dark Chocolate Gift Box,Asia Pacific,Australia,E-Commerce,19,5.31,100.89
SALE-002294,2026-04-01,CHC-00906,Coconut White Chocolate Coated Nuts,Asia Pacific,China,Retail Store,26,3.07,79.82
SALE-002295,2026-03-29,CHC-00199,Praline Hazelnut Chocolate Wafer Bar,Europe,France,Wholesale Distributor,66,5.59,368.94
SALE-002296,2026-07-06,CHC-00825,85% Extra Bold Dark Chocolate Gift Box,North America,Canada,Duty-Free,11,4.77,52.47
SALE-002297,2025-09-16,CHC-00526,Roasted Almond Chocolate Truffle Box,Asia Pacific,China,Wholesale Distributor,16,3.21,51.36
SALE-002298,2025-11-18,CHC-00845,Gianduja Style Hazelnut Chocolate Pralines,Europe,France,E-Commerce,11,5.23,57.53
SALE-002299,2026-05-24,CHC-01256,Sea Salt Caramel Chocolate Pralines,Latin America,Peru,E-Commerce,67,2.87,192.29
SALE-002300,2026-07-23,CHC-00087,Sea Salt Caramel Chocolate Drops,Middle East & Africa,UAE,E-Commerce,125,3.76,470.0
SALE-002301,2025-11-29,CHC-00762,Lemon Zest White Chocolate Squares,Europe,France,Duty-Free,14,2.68,37.52
SALE-002302,2026-06-08,CHC-00220,Honeycomb Milk Chocolate Squares,North America,USA,Direct-to-Consumer,29,3.24,93.96
SALE-002303,2026-07-08,CHC-01165,Vanilla Bean White Chocolate Chips (Baking),Europe,Switzerland,Retail Store,10,2.46,24.6
SALE-002304,2026-01-27,CHC-00424,85% Extra Bold Dark Chocolate Drops,Europe,Belgium,E-Commerce,71,4.35,308.85
SALE-002305,2026-06-28,CHC-01267,Espresso Infused Dark Chocolate Coated Nuts,Middle East & Africa,Ghana,Duty-Free,10,4.57,45.7
SALE-002306,2026-05-13,CHC-00795,Organic Single Origin Chocolate Coated Nuts,North America,Mexico,Duty-Free,27,6.4,172.8
SALE-002307,2026-04-30,CHC-01085,Tropical Mix Fruit & Nut Chocolate Bar,Europe,Switzerland,Retail Store,54,3.81,205.74
SALE-002308,2025-12-14,CHC-00191,Classic Sugar-Free Chocolate Filled Bar,North America,USA,Retail Store,13,4.22,54.86
SALE-002309,2025-11-15,CHC-00657,Coconut White Chocolate Filled Bar,Europe,Netherlands,Direct-to-Consumer,10,4.46,44.6
SALE-002310,2025-12-31,CHC-00353,Marzipan Style Almond Chocolate Chips (Baking),Latin America,Colombia,Duty-Free,26,4.99,129.74
SALE-002311,2025-11-05,CHC-00003,Confectionery Grade Compound Chocolate Pralines,Europe,Italy,Direct-to-Consumer,4,2.21,8.84
SALE-002312,2025-08-17,CHC-01280,Stevia Sweetened Sugar-Free Chocolate Coated Nuts,Europe,Belgium,Duty-Free,108,5.17,558.36
SALE-002313,2026-06-18,CHC-00602,Confectionery Grade Compound Chocolate Truffle Box,Europe,United Kingdom,Direct-to-Consumer,8,2.49,19.92
SALE-002314,2026-03-15,CHC-00383,85% Extra Bold Dark Chocolate Pralines,Latin America,Brazil,Wholesale Distributor,21,5.1,107.1
SALE-002315,2026-07-01,CHC-00688,Raspberry Swirl White Chocolate Bar,Latin America,Peru,Direct-to-Consumer,81,2.23,180.63
SALE-002316,2026-03-30,CHC-01491,Organic Raw Cacao Chocolate Pralines,Europe,Belgium,E-Commerce,31,6.19,191.89
SALE-002317,2026-04-02,CHC-00546,Raisin & Almond Fruit & Nut Chocolate Chips (Baking),Europe,France,Direct-to-Consumer,30,5.23,156.9
SALE-002318,2026-06-19,CHC-00225,Stevia Sweetened Sugar-Free Chocolate Coated Nuts,Europe,Germany,Direct-to-Consumer,43,5.29,227.47
SALE-002319,2025-09-02,CHC-00645,85% Extra Bold Dark Chocolate Filled Bar,Asia Pacific,Indonesia,Wholesale Distributor,68,5.19,352.92
SALE-002320,2026-07-26,CHC-01126,Vanilla Bean White Chocolate Drops,North America,Canada,E-Commerce,30,4.4,132.0
SALE-002321,2025-12-26,CHC-00236,Lemon Zest White Chocolate Coated Nuts,Europe,Netherlands,Duty-Free,21,3.92,82.32
SALE-002322,2026-07-04,CHC-00909,Value Pack Compound Chocolate Coated Nuts,North America,USA,Duty-Free,38,2.47,93.86
SALE-002323,2026-05-25,CHC-00449,Raisin & Almond Fruit & Nut Chocolate Coated Nuts,North America,Canada,Wholesale Distributor,57,5.05,287.85
SALE-002324,2026-05-10,CHC-01239,Stevia Sweetened Sugar-Free Chocolate Wafer Bar,Asia Pacific,Japan,Direct-to-Consumer,90,5.9,531.0
SALE-002325,2025-11-30,CHC-00516,Biscuit Milk Chocolate Coated Nuts,Latin America,Peru,E-Commerce,22,3.95,86.9
